FIPSSTCO,ct00,STFID,HH_16,TotalPop16,Emp_16,Cons_16,Manu_16,TCU_16,Whol_16,Retail_16,FIRE_16,Serv_16,Govt_16,HH_20,TotalPop20,Emp_20,Cons_20,Manu_20,TCU_20,Whol_20,Retail_20,FIRE_20,Serv_20,Govt_20,HH_24,TotalPop24,Emp_24,Cons_24,Manu_24,TCU_24,Whol_24,Retail_24,FIRE_24,Serv_24,Govt_24,HH_25,TotalPop25,Emp_25,Cons_25,Manu_25,TCU_25,Whol_25,Retail_25,FIRE_25,Serv_25,Govt_25,HH_30,TotalPop30,Emp_30,Cons_30,Manu_30,TCU_30,Whol_30,Retail_30,FIRE_30,Serv_30,Govt_30,HH_40,TotalPop40,Emp_40,Cons_40,Manu_40,TCU_40,Whol_40,Retail_40,FIRE_40,Serv_40,Govt_40,GlobalID,last_edite,Shape_Leng,Shape_Area
13121,115.01,13121011501,6610,19247,3564,308,14,51,67,945,210,1949,20,6689,19443,3888,354,14,51,67,973,240,2162,27,6823,19745,4174,379,14,51,67,1001,268,2359,35,6831,19756,4233,384,14,51,67,1005,271,2405,36,6898,19873,4579,409,14,50,67,1043,302,2652,42,7090,20132,5375,466,14,50,67,1153,368,3201,56,,,179883.585761981,973481684.773391
13121,115.02,13121011502,3339,10125,1230,33,12,6,35,531,86,517,10,3358,10171,1260,35,12,6,35,534,89,526,23,3386,10224,1293,35,12,6,35,538,94,539,34,3390,10229,1299,35,12,6,35,538,94,542,37,3411,10270,1327,35,12,6,35,540,95,553,51,3473,10297,1398,35,13,6,35,547,101,582,79,,,59148.4602471919,169417520.944765
13121,116.04,13121011604,8749,19445,15686,159,95,5132,298,3807,855,5222,118,8978,19867,16550,169,95,5124,298,3962,973,5724,205,9260,20334,17056,175,96,4951,289,4067,1063,6135,280,9321,20424,17189,175,96,4912,286,4099,1088,6235,298,9594,20837,18150,177,101,4870,274,4309,1227,6799,393,10130,21397,20032,185,119,4685,244,4855,1520,7844,580,,,86984.2250033744,315561415.725264
13121,116.05,13121011605,4661,11550,26823,677,537,3086,1568,7306,2694,10821,134,4899,12059,28151,684,537,3097,1544,7596,2871,11493,329,5170,12642,29171,686,541,3080,1492,7822,2992,12068,490,5233,12779,29441,686,542,3077,1479,7888,3023,12215,531,5524,13391,31059,686,555,3080,1418,8347,3210,13023,740,6169,14585,34585,690,603,3076,1282,9515,3592,14670,1157,,,73105.1419210545,204709556.953162
13121,116.06,13121011606,8388,21710,21949,953,293,5223,1975,1737,3022,8729,17,8524,21966,22624,969,293,5251,1928,1782,3122,9055,224,8720,22313,23177,977,295,5257,1866,1822,3203,9361,396,8753,22364,23304,979,295,5258,1849,1829,3223,9434,437,8941,22653,24034,986,295,5284,1775,1881,3328,9826,659,9366,23155,25592,1003,298,5333,1596,2027,3567,10670,1098,,,75706.9608620961,274230057.110664
13121,116.07,13121011607,6683,16649,26177,109,834,2599,4839,2664,6238,8480,414,7069,17745,28751,117,836,2595,4772,2818,7063,9942,608,7281,18281,30634,123,840,2481,4626,2933,7693,11168,770,7324,18397,31127,124,842,2455,4586,2967,7864,11478,811,7537,18946,34081,126,873,2403,4415,3190,8859,13194,1021,8068,19911,39872,134,1046,2263,3947,3732,10804,16510,1436,,,81740.5812100638,191828902.558183
13121,116.08,13121011608,11634,36445,13721,112,1118,380,557,2036,2722,6617,179,11716,36689,14090,117,1118,381,553,2062,2776,6880,203,11786,36762,14434,120,1119,382,541,2091,2825,7129,227,11793,36761,14509,120,1119,382,538,2094,2837,7187,232,11824,36782,14931,120,1121,382,522,2125,2896,7506,259,11992,36744,15860,122,1132,384,483,2222,3024,8181,312,,,119660.525665103,441566069.926571
13121,116.09,13121011609,3775,10282,1804,10,16,17,99,854,69,739,0,3817,10372,1851,10,16,17,99,861,75,773,0,3849,10426,1897,10,16,17,96,869,82,806,1,3852,10429,1903,10,16,17,95,869,83,812,1,3859,10408,1945,10,16,17,91,877,87,846,1,4007,10616,2069,10,16,17,81,902,101,941,1,,,81310.4328449947,150161309.676252
13135,501.03,13135050103,3782,10465,1477,147,35,40,18,132,161,856,88,4147,11404,1791,180,35,42,18,145,199,1049,123,4480,12203,2044,198,36,43,18,155,229,1211,154,4556,12386,2105,202,36,43,18,157,237,1251,161,4916,13266,2440,221,40,43,18,173,280,1467,198,6174,16420,3156,266,55,45,18,223,375,1902,272,,,69345.185198567,238752109.868593
13135,501.04,13135050104,8438,23156,2697,553,26,68,55,451,104,1423,17,9476,25870,3202,595,26,68,55,485,123,1641,209,10372,28139,3615,617,27,67,55,511,140,1832,366,10585,28666,3719,622,27,66,55,519,144,1883,403,11630,31305,4295,647,31,64,55,567,163,2159,609,13320,35466,5534,701,45,62,55,697,211,2738,1025,,,116189.404484427,447970948.814985
13135,501.05,13135050105,1747,4775,5485,318,649,402,446,1147,288,2015,220,1964,5372,5952,337,649,429,442,1194,315,2244,342,2238,6144,6332,347,651,450,430,1229,339,2441,445,2296,6290,6424,350,653,455,426,1240,345,2486,469,2584,7081,6968,360,671,490,410,1314,375,2745,603,3062,8383,8122,384,738,556,372,1508,445,3254,865,,,67194.0692931838,158495972.731144
13135,501.06,13135050106,3802,10742,8258,357,302,63,298,3807,958,2467,6,4297,12064,9258,420,303,64,299,4071,1147,2943,11,4890,13642,10022,450,307,63,297,4261,1287,3339,18,5021,13979,10240,458,311,62,296,4323,1328,3443,19,5670,15714,11510,494,360,58,292,4722,1548,4013,23,6720,18235,14399,575,530,56,278,5770,2012,5144,34,,,91997.3326787788,260634509.357505
13135,502.02,13135050202,12205,35762,14432,1182,1193,1327,2095,3103,587,4746,199,13636,39461,15073,1233,1194,1352,2066,3175,632,5103,318,14661,42030,15593,1261,1198,1367,2022,3234,672,5418,421,14903,42642,15708,1267,1198,1371,2011,3247,678,5491,445,16078,45683,16408,1293,1214,1400,1959,3343,724,5899,576,18539,52098,17981,1357,1273,1454,1802,3608,827,6825,835,,,157329.576984528,575741424.967575
13135,502.04,13135050204,9344,25941,17713,966,1505,519,1629,2714,3036,7344,0,10375,28468,19124,1044,1511,533,1589,2862,3373,8211,1,11219,30354,20201,1084,1521,523,1537,2966,3631,8931,8,11416,30790,20484,1093,1534,520,1523,3000,3698,9108,8,12376,32961,22218,1143,1683,524,1463,3217,4088,10091,9,14125,36783,25967,1243,2202,525,1327,3802,4910,11945,13,,,91774.8735844034,410474454.179462
13135,502.05,13135050205,1822,4995,5462,177,598,115,868,816,458,2430,0,1884,5144,5910,192,599,116,832,839,528,2802,2,1944,5260,6266,199,601,113,802,857,581,3109,4,1956,5277,6363,201,604,112,795,862,596,3189,4,2005,5348,6927,210,634,110,762,898,684,3623,6,2204,5778,8095,230,740,107,694,998,869,4447,10,,,34561.4296915357,53904190.9289949
13135,502.06,13135050206,5376,12931,6089,279,69,360,425,1029,398,3256,273,5499,13209,6800,309,69,359,423,1114,466,3662,398,5642,13523,7367,325,72,355,410,1174,521,4008,502,5668,13563,7520,328,72,354,407,1193,538,4102,526,5791,13834,8380,346,74,352,391,1313,624,4618,662,6123,14481,10265,383,88,348,352,1622,814,5727,931,,,60365.2170407055,118088740.110631
13135,502.07,13135050207,8021,19074,23269,779,1277,346,1315,9100,3352,7065,35,9033,21214,24633,841,1278,351,1293,9281,3727,7812,50,9982,23178,25663,874,1283,353,1248,9411,3995,8432,67,10210,23642,25929,881,1286,354,1236,9452,4067,8583,70,11338,25985,27467,916,1325,353,1183,9724,4476,9406,84,13495,30380,30722,996,1463,362,1066,10469,5319,10931,116,,,64965.0970757755,191868474.333669
13135,503.04,13135050304,1942,4589,11311,969,1415,927,2045,601,1238,4003,113,2149,5090,12500,1080,1419,989,2016,653,1435,4749,159,2576,6061,13375,1134,1425,1020,1950,692,1595,5360,199,2675,6277,13614,1147,1441,1029,1935,702,1640,5512,208,3173,7399,15041,1214,1579,1103,1858,780,1891,6360,256,3898,8898,18106,1359,2060,1236,1684,997,2434,7981,355,,,45711.0037501218,82258938.5409444
13135,503.06,13135050306,1449,5045,17751,1809,2012,922,3456,2039,3310,4122,81,1989,6639,19992,2138,2023,1045,3362,2304,3911,5093,116,2163,7083,21556,2317,2036,1130,3229,2496,4327,5875,146,2205,7198,21988,2353,2063,1157,3196,2558,4444,6064,153,2405,7780,24718,2578,2358,1318,3047,2982,5113,7132,190,2859,8874,30760,3052,3373,1614,2747,4130,6539,9039,266,,,52936.626488623,110247977.401881
13135,503.07,13135050307,3076,9518,3814,16,97,1244,208,353,690,1198,8,3127,9686,3985,17,97,1243,212,359,736,1309,12,3224,9980,4093,18,97,1205,215,364,777,1402,15,3243,10038,4127,18,97,1197,216,365,790,1428,16,3340,10362,4322,18,97,1179,219,371,858,1561,19,3630,11264,4714,19,97,1132,205,395,1020,1819,27,,,46635.1814239208,115546989.34372
13135,503.08,13135050308,1192,3733,3846,57,13,406,388,1177,368,1378,59,1225,3827,3868,57,13,406,389,1177,369,1394,63,1265,3945,3890,57,13,405,388,1180,370,1411,66,1272,3968,3894,57,13,405,388,1180,370,1414,67,1303,4070,3912,57,13,404,387,1180,370,1430,71,1424,4441,3951,57,13,403,374,1181,371,1473,79,,,43238.8944639887,59093177.9698639
13135,503.09,13135050309,3582,9181,8956,847,806,577,1784,403,620,3880,39,3836,9801,9242,851,806,579,1856,407,679,4014,50,4136,10509,9417,854,807,580,1834,413,737,4131,61,4205,10675,9458,855,807,583,1828,413,753,4155,64,4528,11438,9683,858,818,581,1800,417,842,4292,75,5234,13079,10197,876,859,582,1651,435,1054,4640,100,,,58058.678100704,132105467.30523
13135,503.1,13135050310,2609,5321,18068,185,1459,2441,2044,1539,2563,7805,32,2866,5815,19438,195,1462,2446,1999,1619,2806,8872,39,3001,6070,20426,201,1464,2380,1977,1674,2968,9716,46,3032,6123,20692,203,1470,2364,1971,1691,3012,9934,47,3175,6372,22257,209,1531,2332,1947,1803,3270,11112,53,3420,6776,25461,222,1819,2251,1792,2113,3879,13316,69,,,43724.5411471895,78765405.2479604
13135,503.11,13135050311,1990,4350,6033,363,300,346,942,1088,160,2642,192,2417,5271,6372,372,300,353,951,1109,174,2804,309,2801,6121,6609,378,301,359,919,1127,187,2932,406,2894,6320,6662,379,301,361,911,1130,188,2962,430,3350,7313,6965,383,303,365,873,1156,199,3129,557,4113,8865,7570,394,314,379,795,1226,227,3429,806,,,42139.4612323129,54828064.1308258
13135,503.12,13135050312,3777,12267,7211,457,488,512,1430,895,236,3093,100,3822,12438,7742,509,489,543,1419,939,274,3443,126,3871,12562,8080,535,491,562,1365,973,305,3700,149,3880,12592,8173,540,494,568,1350,982,313,3771,155,3915,12797,8709,573,524,607,1287,1048,354,4132,184,4023,13025,9740,642,628,678,1161,1215,446,4729,241,,,36403.4053775656,77590946.7635889
13135,503.13,13135050313,2543,7571,2226,96,67,433,94,574,18,944,0,2546,7586,2325,99,67,438,94,587,19,1020,1,2579,7673,2419,102,68,443,91,600,23,1089,3,2586,7700,2436,102,68,444,90,602,23,1104,3,2613,7817,2555,104,68,449,86,622,23,1199,4,2682,7926,2836,108,70,460,76,686,26,1404,6,,,45107.6571555064,84168959.9796623
13135,503.14,13135050314,3003,8422,633,12,71,7,11,83,231,218,0,3138,8837,746,13,71,7,11,84,289,269,2,3345,9439,844,13,72,6,11,87,339,312,4,3397,9586,871,13,72,6,11,87,354,324,4,3630,10316,1023,13,72,5,11,88,434,394,6,4161,11791,1365,13,74,4,11,92,610,551,10,,,41803.51523743,57710655.8911414
13135,503.15,13135050315,2843,6527,225,5,5,0,16,16,72,111,0,3195,7323,265,6,5,0,16,17,86,135,0,3498,8013,299,6,5,0,16,18,98,156,0,3574,8185,308,6,5,0,16,18,101,162,0,3939,9013,352,6,5,0,16,19,119,187,0,4635,10469,454,7,6,0,16,24,160,241,0,,,27275.3372223961,32725428.6360722
13135,503.16,13135050316,3316,7542,956,19,14,19,62,309,158,358,17,3595,8147,1031,20,14,20,62,322,177,395,21,3857,8717,1089,21,15,21,59,333,189,427,24,3923,8867,1101,21,15,21,58,334,193,434,25,4237,9563,1177,21,15,21,54,349,212,477,28,4909,10923,1349,22,16,23,44,387,254,567,36,,,24143.877641136,21195797.966688
13135,504.03,13135050403,5278,13713,2106,202,240,5,207,440,115,894,3,5763,14893,2298,230,241,5,205,449,138,1025,5,6250,16055,2460,244,243,5,199,460,155,1147,7,6366,16331,2500,247,245,5,197,461,160,1178,7,6918,17641,2742,263,266,5,189,475,182,1354,8,8102,20364,3350,299,342,5,170,517,235,1770,12,,,58344.231833422,121404897.39228
13135,504.1,13135050410,2430,7130,1995,158,208,42,99,468,50,865,105,2733,7839,2173,170,209,42,99,477,56,931,189,2952,8325,2330,176,210,41,96,487,64,997,259,3002,8432,2363,177,210,41,95,489,65,1010,276,3237,8980,2561,184,217,40,91,502,69,1090,368,3806,10250,3006,198,244,39,81,540,84,1270,550,,,34908.3052348838,65006541.4811045
13135,504.11,13135050411,3926,10469,4961,118,51,175,42,1382,313,2880,0,4084,10790,5258,121,51,182,42,1411,344,3105,2,4305,11225,5519,123,52,186,42,1433,371,3307,5,4354,11317,5589,123,52,187,42,1439,378,3363,5,4588,11799,5983,125,52,194,42,1479,412,3672,7,5163,13047,6906,129,54,207,42,1576,491,4395,12,,,56840.7750565602,109072764.805291
13135,504.15,13135050415,1694,4910,3334,534,390,124,88,982,152,1064,0,1824,5247,3349,536,390,124,88,985,153,1073,0,1985,5659,3367,536,390,124,88,989,155,1085,0,2026,5768,3369,536,390,124,88,989,155,1087,0,2209,6242,3386,536,390,124,88,993,156,1099,0,2675,7458,3430,536,390,124,87,1005,158,1130,0,,,54387.0772433018,92144300.8675496
13135,504.16,13135050416,1343,4066,138,5,0,0,0,46,7,80,0,1411,4236,148,6,0,0,0,47,9,86,0,1524,4533,157,6,0,0,0,48,10,92,1,1548,4597,158,6,0,0,0,48,10,93,1,1674,4938,166,6,0,0,0,49,10,100,1,1911,5553,191,6,0,0,0,52,11,121,1,,,45891.4437393755,61824707.7553261
13135,504.17,13135050417,1877,5537,3156,166,137,121,468,1339,253,672,0,1889,5585,3470,187,138,126,466,1472,295,786,0,1898,5613,3689,197,141,128,453,1566,328,875,1,1897,5611,3756,200,143,128,450,1598,337,899,1,1899,5631,4153,213,164,133,434,1807,388,1013,1,1956,5727,5066,241,242,142,395,2339,497,1209,1,,,28152.2841271531,29265271.0698276
13135,504.18,13135050418,2494,6833,159,0,0,4,0,2,135,18,0,2654,7284,198,0,0,4,0,2,167,25,0,2738,7486,234,0,0,4,0,3,195,32,0,2755,7535,245,0,0,4,0,3,204,34,0,2844,7810,298,0,0,4,0,3,249,42,0,2948,8012,412,0,0,4,0,3,348,57,0,,,25008.5651481452,21289044.5118919
13135,504.19,13135050419,2233,6818,1443,21,0,14,59,397,177,775,0,2257,6910,1536,22,0,14,59,408,193,840,0,2274,6944,1611,23,0,15,56,416,205,895,1,2277,6955,1630,23,0,15,55,418,208,910,1,2287,7027,1735,23,0,16,51,433,224,987,1,2382,7266,1968,24,0,17,41,473,259,1152,2,,,29463.2994034131,47201982.2355015
13135,504.2,13135050420,3111,8948,988,28,3,15,10,456,166,305,5,3123,8973,1158,34,3,18,10,510,200,376,7,3180,9121,1292,37,3,20,10,547,227,439,9,3191,9152,1329,38,3,21,10,559,233,455,10,3240,9334,1535,41,3,23,10,633,272,541,12,3427,9752,1992,49,3,29,10,816,353,715,17,,,28365.8863844991,37666907.5300097
13135,504.21,13135050421,2773,8222,6978,406,634,460,810,1364,527,2777,0,2919,8671,7740,456,635,466,804,1444,616,3318,1,3140,9326,8320,482,638,460,783,1501,685,3767,4,3190,9477,8473,488,642,458,777,1518,702,3884,4,3433,10261,9391,518,681,459,749,1633,806,4540,5,4003,11876,11400,585,819,459,681,1932,1022,5894,8,,,37332.8428934449,58711815.0668634
13135,504.22,13135050422,2187,6702,281,4,0,6,11,8,184,68,0,2202,6776,320,4,0,6,11,8,213,78,0,2225,6827,360,5,0,7,11,9,238,90,0,2229,6839,371,5,0,7,11,9,247,92,0,2249,6935,425,5,0,7,11,9,287,106,0,2282,6957,552,5,0,8,11,11,377,140,0,,,22731.2360421335,27391934.6653531
13135,504.23,13135050423,2124,6142,6183,1036,444,486,1530,153,733,1801,0,2237,6485,6652,1107,445,490,1497,161,857,2093,2,2313,6691,6985,1153,448,473,1442,168,957,2339,5,2327,6729,7071,1161,451,469,1428,169,985,2403,5,2398,6948,7599,1218,478,467,1365,179,1138,2748,6,2652,7625,8692,1326,577,453,1224,205,1471,3427,9,,,43091.4650181167,65772622.4264673
13135,504.24,13135050424,2472,6416,3275,191,387,25,391,347,195,1739,0,2540,6574,3556,211,388,26,389,366,229,1947,0,2682,6875,3770,223,390,28,376,381,256,2115,1,2716,6952,3828,225,392,28,373,384,264,2161,1,2872,7298,4156,237,415,29,357,410,304,2403,1,3220,7928,4824,265,492,33,318,477,393,2845,1,,,37527.8082168576,78278845.8035138
13135,504.25,13135050425,1969,5771,657,36,7,5,3,7,6,593,0,2243,6537,665,38,7,5,3,7,6,599,0,2413,6972,677,38,7,5,3,7,6,611,0,2447,7055,678,38,7,5,3,7,6,612,0,2636,7550,684,38,7,5,3,7,6,618,0,3155,8908,701,38,7,5,3,7,7,634,0,,,43503.0604353795,78042025.5432954
13135,504.26,13135050426,2607,7152,738,31,3,0,10,357,31,275,31,2830,7711,772,33,3,0,10,360,36,287,43,3024,8203,805,34,3,0,10,362,40,303,53,3066,8299,811,34,3,0,10,362,41,305,56,3269,8802,844,34,3,0,10,362,46,321,68,3879,10319,927,36,3,0,10,366,58,360,94,,,46585.2681557719,92031920.7566246
13135,504.27,13135050427,2077,5733,764,52,7,18,30,204,47,374,32,2198,6021,841,60,7,20,30,209,53,421,41,2344,6388,918,64,8,22,30,214,61,469,50,2379,6471,934,65,8,22,30,215,63,479,52,2542,6867,1024,69,8,24,30,224,69,539,61,2915,7757,1240,79,10,28,30,249,88,674,82,,,47105.538493589,77579155.354332
13135,504.28,13135050428,2373,6994,1298,143,56,50,84,66,109,790,0,2681,7830,1523,171,56,58,84,75,135,943,1,2961,8568,1710,185,57,64,81,82,159,1078,4,3027,8738,1754,188,57,66,80,84,164,1111,4,3356,9622,2016,204,63,75,76,98,196,1299,5,4004,11305,2581,239,80,94,66,141,265,1687,9,,,45038.2001262175,81987947.6871843
13135,504.29,13135050429,2539,7334,272,6,13,5,23,11,25,133,56,2609,7479,275,6,13,5,23,11,26,134,57,2755,7857,283,6,13,5,23,12,26,140,58,2793,7950,283,6,13,5,23,12,26,140,58,2953,8356,286,6,13,5,23,12,26,142,59,3324,9280,295,6,14,5,23,12,26,148,61,,,60076.3882722188,95986325.662227
13135,504.3,13135050430,2079,5585,4245,504,49,215,63,1898,191,1314,11,2222,5918,4892,593,50,231,63,2097,237,1603,18,2365,6228,5366,645,51,238,60,2238,271,1839,24,2396,6289,5488,654,51,240,59,2282,279,1898,25,2553,6631,6259,719,58,260,55,2583,329,2225,30,2860,7282,7954,855,83,293,45,3371,435,2829,43,,,38500.1479380841,70882665.3526988
13135,505.07,13135050507,4134,13026,11946,137,2295,364,856,1167,224,6884,19,4276,13386,12525,145,2297,374,867,1199,254,7363,26,4393,13642,13017,150,2301,383,836,1228,283,7802,34,4407,13666,13145,151,2308,385,827,1233,288,7918,35,4508,13905,13964,155,2386,397,789,1277,325,8595,40,4796,14656,16074,164,2651,422,710,1394,403,10277,53,,,62161.7676869034,151620150.587817
13135,505.09,13135050509,9134,26218,2936,405,445,131,420,314,119,1008,94,9633,27509,3128,441,446,135,416,332,138,1105,115,10082,28611,3287,460,447,139,404,349,156,1197,135,10189,28882,3320,464,447,140,401,351,160,1218,139,10690,30181,3512,487,453,142,385,378,179,1326,162,11653,32577,3955,534,476,151,346,454,223,1564,207,,,104237.715018986,368321874.272284
13135,505.1,13135050510,3754,10631,6919,99,215,81,1088,704,122,4610,0,4007,11312,7025,101,215,81,1052,710,132,4734,0,4352,12212,7120,103,216,82,1015,716,140,4847,1,4429,12406,7142,103,216,82,1006,717,141,4876,1,4825,13460,7270,103,218,81,965,724,151,5027,1,5333,14790,7551,105,227,81,876,747,171,5343,1,,,41145.248296257,98452472.0752863
13135,505.11,13135050511,4038,12055,12855,475,1196,978,726,3474,987,5017,2,4642,13850,14216,523,1199,992,720,3710,1147,5897,28,5406,16096,15217,547,1202,958,699,3882,1266,6612,51,5591,16632,15486,554,1210,951,692,3935,1298,6790,56,6480,19299,17116,582,1294,946,664,4299,1483,7765,83,8172,24283,20619,644,1583,925,597,5316,1870,9546,138,,,56652.6179545788,138278663.667682
13135,505.12,13135050512,6083,18296,3745,73,20,129,32,1887,223,1381,0,6130,18567,3908,80,20,128,32,1905,246,1496,1,6202,18730,4066,84,20,130,32,1923,264,1611,2,6210,18742,4100,85,20,130,32,1925,268,1638,2,6246,18844,4301,89,22,131,32,1943,289,1793,2,6467,19442,4805,98,28,132,32,2000,337,2175,3,,,59036.8197071167,147905929.646437
13135,505.13,13135050513,9257,27282,9335,310,466,688,2105,1694,626,3390,56,9701,28434,9950,336,466,698,2082,1792,740,3762,74,10154,29536,10420,349,469,705,2026,1857,839,4083,92,10259,29797,10549,352,469,707,2011,1877,865,4171,97,10763,31083,11290,366,471,716,1946,2010,1017,4649,115,11729,33466,12912,398,487,739,1722,2369,1348,5696,153,,,86115.6601315214,302937956.934513
13135,505.14,13135050514,5228,25141,9055,1281,1077,516,894,602,514,2625,1546,5643,26315,9686,1394,1078,552,888,629,564,2875,1706,6052,26906,10186,1453,1081,584,864,652,605,3105,1842,6150,27134,10300,1462,1081,591,857,658,615,3159,1877,6610,28198,10983,1535,1095,641,825,697,673,3465,2052,7530,30208,12433,1684,1142,729,747,807,801,4125,2398,,,86154.8257527502,328660618.913472
13135,505.15,13135050515,4609,13943,505,83,37,26,24,92,100,143,0,4706,14233,559,84,38,29,24,97,118,169,0,4832,14589,610,86,39,31,24,102,133,194,1,4856,14647,622,86,39,32,24,103,137,200,1,4983,15041,690,86,44,37,24,111,159,228,1,5314,15994,849,87,65,45,24,134,207,286,1,,,62611.9126388412,140189482.021929
13135,505.16,13135050516,5557,16911,3911,77,17,21,14,1529,163,2090,0,5648,17174,4408,94,17,22,14,1710,189,2361,1,5752,17465,4795,102,17,24,14,1832,210,2591,5,5765,17502,4898,104,17,24,14,1870,215,2649,5,5839,17747,5511,113,21,24,14,2117,244,2972,6,6122,18542,6964,134,34,27,14,2812,308,3625,10,,,68329.4085930595,177556991.894246
13135,505.17,13135050517,8341,20660,14246,326,875,2244,1243,2709,3167,3669,13,9431,23505,14958,334,876,2356,1252,2750,3295,4081,14,10381,25840,15459,337,878,2430,1207,2786,3391,4411,19,10618,26432,15586,338,880,2452,1196,2794,3421,4486,19,11759,29296,16342,341,907,2598,1142,2857,3566,4911,20,14206,35048,17843,349,995,2860,1024,3038,3881,5672,24,,,51547.8237564249,121834771.048828
13135,505.18,13135050518,4127,9843,3344,24,5,19,386,366,250,2268,26,4511,10742,3689,26,5,19,384,391,282,2549,33,4804,11348,3980,27,5,18,374,412,309,2796,39,4869,11469,4054,27,5,18,372,417,315,2859,41,5174,12061,4474,28,5,17,360,454,352,3210,48,5687,12988,5384,30,6,15,331,556,433,3950,63,,,42628.8497178325,74459154.4364405
13135,505.19,13135050519,5430,15780,949,75,7,98,22,212,29,506,0,5543,16109,971,77,7,99,22,213,30,523,0,5681,16506,999,77,7,99,22,217,33,544,0,5703,16565,1003,77,7,99,22,217,33,548,0,5812,16865,1024,77,7,99,22,218,33,568,0,6014,17312,1082,77,7,100,22,223,34,619,0,,,54017.5325149807,110138599.996149
13135,505.2,13135050520,1903,4699,5318,182,208,279,141,1485,353,2191,479,1942,4758,5800,198,209,284,141,1530,394,2436,608,2001,4872,6194,206,211,284,138,1565,426,2647,717,2007,4879,6290,207,211,284,137,1575,435,2700,741,2046,4942,6858,215,218,286,133,1642,481,3000,883,2169,5210,8093,234,247,293,123,1827,581,3627,1161,,,43463.0717933956,59852986.9279099
13135,505.21,13135050521,2179,6231,6100,38,3,33,38,377,135,3876,1600,2232,6343,6309,41,3,34,38,389,147,4041,1616,2274,6435,6503,43,3,36,38,399,156,4198,1630,2279,6443,6549,43,3,36,38,400,158,4237,1634,2307,6494,6795,45,3,36,38,410,169,4444,1650,2402,6692,7326,49,3,40,38,445,192,4875,1684,,,35277.877030503,62413421.6939354
13135,505.22,13135050522,1582,4102,1380,40,7,17,3,291,152,866,4,1587,4082,1592,43,7,17,3,302,171,1039,10,1620,4136,1776,45,7,17,3,311,187,1190,16,1625,4141,1824,45,7,17,3,313,191,1231,17,1655,4195,2109,46,7,16,3,330,214,1470,23,1735,4393,2786,50,8,16,3,376,265,2031,37,,,33212.3746530723,50153688.7033068
13135,506.02,13135050602,11636,33310,6340,333,18,1807,201,1372,92,2442,75,13163,37466,7086,392,18,1918,201,1468,110,2784,195,14456,40902,7685,425,18,1996,195,1542,130,3084,295,14758,41697,7836,431,18,2020,193,1563,133,3158,320,16230,45659,8691,463,20,2165,185,1707,147,3556,448,19046,52978,10495,536,28,2431,165,2085,187,4358,705,,,166167.81561378,1230927486.22619
13135,506.03,13135050603,12640,39154,9192,190,50,452,59,5067,527,2250,597,13908,42515,9748,233,50,461,59,5146,633,2484,682,15221,45713,10222,256,50,469,59,5209,723,2701,755,15520,46466,10335,261,50,471,59,5223,747,2752,772,17012,50313,10974,285,50,480,59,5328,880,3028,864,19976,57747,12426,339,53,502,59,5609,1168,3648,1048,,,117683.035485508,644326615.165241
13135,506.04,13135050604,9562,27467,4435,272,14,78,57,1119,248,2647,0,10969,31303,4993,340,15,80,57,1192,281,3028,0,12106,34348,5451,376,16,82,57,1239,316,3362,3,12387,35105,5559,385,16,82,57,1250,322,3444,3,13729,38723,6189,426,22,83,57,1330,360,3908,3,16660,46434,7586,516,43,87,57,1586,445,4848,4,,,133394.700880654,678539953.667885
13135,507.04,13135050704,10541,30713,5437,508,178,168,77,1298,236,2955,17,11347,32884,6013,609,181,176,77,1338,286,3325,21,12159,35022,6463,670,184,172,77,1371,326,3638,25,12346,35511,6571,681,192,170,77,1379,334,3712,26,13254,37956,7252,752,274,173,77,1435,383,4129,29,14879,42116,8741,905,554,174,77,1586,492,4915,38,,,128202.454469228,604808313.292453
13135,507.05,13135050705,12445,35556,3954,259,57,59,48,1092,265,2161,13,12923,36702,4251,284,57,59,48,1117,304,2326,56,13610,38436,4512,297,59,59,48,1140,333,2482,94,13776,38858,4573,299,59,59,48,1145,340,2520,103,14554,40883,4912,311,64,59,48,1181,382,2720,147,16401,45579,5678,341,83,59,48,1285,469,3157,236,,,137534.415044065,806032665.00284
13135,507.09,13135050709,4498,12753,830,68,0,13,10,137,72,530,0,5260,14819,923,93,0,13,10,139,81,587,0,5816,16252,1004,106,0,14,10,143,91,639,1,5948,16598,1021,109,0,14,10,143,92,652,1,6598,18307,1116,124,0,15,10,147,100,719,1,7594,20815,1334,158,0,16,10,158,124,867,1,,,80604.2973017482,219579279.534073
13135,507.12,13135050712,2461,7581,1904,87,0,50,17,560,321,869,0,2510,7712,2274,110,0,51,17,654,397,1045,0,2562,7844,2558,122,0,50,17,714,455,1198,2,2568,7857,2634,125,0,49,17,732,471,1238,2,2599,7934,3073,138,0,48,17,849,559,1460,2,2761,8425,4038,168,0,47,17,1131,749,1923,3,,,56000.5505713603,89301132.4079666
13135,507.13,13135050713,2294,7663,495,32,1,28,30,85,18,301,0,2321,7746,497,33,1,28,30,85,18,302,0,2351,7833,501,33,1,28,30,86,18,305,0,2356,7846,501,33,1,28,30,86,18,305,0,2383,7937,501,33,1,28,30,86,18,305,0,2469,8189,504,33,1,28,30,86,18,308,0,,,38638.8733035061,71512931.0534127
