TRACTCE10,GEOID10,NAME10,PLNG_REGIO,created_us,created_da,last_edite,last_edit2,Occupied_h,Total_hous,No_vehicle,Percent__N,GlobalID,Pop_Chng_p,Shape_Leng,Shape_Area
011419,13121011419,114.19,ARC 10,,,SDE,2015/06/01 14:29:58,2395,2610,119,5,,528.5,46632.7197713961,74403517.9055435
011503,13121011503,115.03,ARC 10,,,SDE,2015/06/01 14:29:58,3012,3068,13,0.4,,259.6,108861.824157186,334426553.15637
011615,13121011615,116.15,ARC 10,,,SDE,2015/06/01 14:29:58,3138,3383,33,1.1,,350.8,82512.0815797102,221459667.29354
011504,13121011504,115.04,ARC 10,,,SDE,2015/06/01 14:29:58,3808,3986,0,0,,250,109098.965412025,639666712.466997
010515,13121010515,105.15,ARC 10,,,SDE,2015/06/01 14:29:58,1890,2217,164,8.7,,616.1,53054.4641399746,122122277.227154
010516,13121010516,105.16,ARC 10,,,SDE,2015/06/01 14:29:58,2834,3277,158,5.6,,449.1,38948.1928851381,90538858.9055952
010120,13121010120,101.20,ARC 10,,,SDE,2015/06/01 14:29:58,1059,1224,49,4.6,,1057.5,21295.8785370775,11675098.8504447
010117,13121010117,101.17,ARC 10,,,SDE,2015/06/01 14:29:58,1568,1820,43,2.7,,678,15242.6225423587,14703794.5050492
001800,13121001800,18,ARC 10,,,SDE,2015/06/01 14:29:58,2764,3146,892,32.3,,915,13357.7819347697,9868388.6344157
001300,13121001300,13,ARC 10,,,SDE,2015/06/01 14:29:58,2233,2484,251,11.2,,348,15197.2246532449,14172984.7040628
001900,13121001900,19,ARC 10,,,SDE,2015/06/01 14:29:58,1178,1949,170,14.4,,6302.5,15398.8854638024,10721679.6296315
002100,13121002100,21,ARC 10,,,SDE,2015/06/01 14:29:58,870,1044,190,21.8,,2926.7,14521.8170806411,8694749.26571537
004400,13121004400,44,ARC 10,,,SDE,2015/06/01 14:29:58,863,1139,246,28.5,,1736.7,13310.6949013748,8902853.24080999
003200,13121003200,32,ARC 10,,,SDE,2015/06/01 14:29:58,1251,1436,77,6.2,,1287.5,16783.5910275418,11449908.8226559
004200,13121004200,42,ARC 10,,,SDE,2015/06/01 14:29:58,1324,1582,551,41.6,,-562,16797.5197386058,13424596.0035349
003800,13121003800,38,ARC 10,,,SDE,2015/06/01 14:29:58,183,291,70,38.3,,5646.7,16798.8934762951,8983581.81445705
002500,13121002500,25,ARC 10,,,SDE,2015/06/01 14:29:58,846,1333,327,38.7,,-256.7,12259.5745540228,9386347.19240082
002300,13121002300,23,ARC 10,,,SDE,2015/06/01 14:29:58,497,1224,183,36.8,,-3095,16858.230216317,12080607.0614556
001608,13139001608,16.08,ARC 20,,,SDE,2015/06/01 14:29:58,1869,1979,12,0.6,,567.6,57559.8938112028,175399873.090155
001603,13139001603,16.03,ARC 20,,,SDE,2015/06/01 14:29:58,1644,1746,26,1.6,,104.9,102091.440166664,378527957.717607
010118,13121010118,101.18,ARC 10,,,SDE,2015/06/01 14:29:58,2146,2381,337,15.7,,800,21556.2015179364,21204302.3653095
010113,13121010113,101.13,ARC 10,,,SDE,2015/06/01 14:29:58,2853,3027,363,12.7,,1258.9,23953.132795233,23762174.1465151
010115,13121010115,101.15,ARC 10,,,SDE,2015/06/01 14:29:58,940,1036,8,0.9,,475.4,30469.2568378899,37563857.0130844
010122,13121010122,101.22,ARC 10,,,SDE,2015/06/01 14:29:58,2681,2959,286,10.7,,900.8,39421.3843741249,34746382.0092433
010114,13121010114,101.14,ARC 10,,,SDE,2015/06/01 14:29:58,2809,3019,189,6.7,,221.9,28475.149097914,43732767.0485134
000600,13121000600,6,ARC 10,,,SDE,2015/06/01 14:29:58,2109,2711,243,11.5,,4160,16993.0428568533,15710672.6414122
006601,13121006601,66.01,ARC 10,,,SDE,2015/06/01 14:29:58,808,1020,244,30.2,,-670,25901.03829993,21030216.9330364
006602,13121006602,66.02,ARC 10,,,SDE,2015/06/01 14:29:58,367,593,211,57.5,,-1380,11338.1829194436,6832481.5189224
006200,13121006200,62,ARC 10,,,SDE,2015/06/01 14:29:58,438,712,149,34,,-757.5,13973.900285682,11195460.762811
006100,13121006100,61,ARC 10,,,SDE,2015/06/01 14:29:58,1312,1762,329,25.1,,-950,23360.3987792735,24181430.5162419
001600,13121001600,16,ARC 10,,,SDE,2015/06/01 14:29:58,1300,1382,77,5.9,,1705,15724.3511994616,9947863.10317709
003100,13121003100,31,ARC 10,,,SDE,2015/06/01 14:29:58,702,802,101,14.4,,-90,14720.0207902214,9425069.93577288
006802,13121006802,68.02,ARC 10,,,SDE,2015/06/01 14:29:58,456,555,266,58.3,,206.7,11702.8418248075,7811439.99424966
007602,13121007602,76.02,ARC 10,,,SDE,2015/06/01 14:29:58,999,1158,254,25.4,,-330.8,33419.0983908328,36267014.7697272
001606,13139001606,16.06,ARC 20,,,SDE,2015/06/01 14:29:58,1262,1468,21,1.7,,543.6,46879.204090166,93034796.0464442
001101,13139001101,11.01,ARC 20,,,SDE,2015/06/01 14:29:58,1171,1380,422,36,,-808.1,36022.1176296487,43647079.4844643
001605,13139001605,16.05,ARC 20,,,SDE,2015/06/01 14:29:58,1657,1710,40,2.4,,357.6,70361.4944169169,182797016.949356
001604,13139001604,16.04,ARC 20,,,SDE,2015/06/01 14:29:58,1888,2082,65,3.4,,470.2,68993.8028215073,157630773.90577
001502,13139001502,15.02,ARC 20,,,SDE,2015/06/01 14:29:58,1561,1860,50,3.2,,46.9,96357.9103269327,494825977.475692
001607,13139001607,16.07,ARC 20,,,SDE,2015/06/01 14:29:58,1730,1894,62,3.6,,211.3,55603.4320130495,157073086.242059
001302,13139001302,13.02,ARC 20,,,SDE,2015/06/01 14:29:58,1721,1790,63,3.7,,122.1,87633.1466565926,233383230.097197
001301,13139001301,13.01,ARC 20,,,SDE,2015/06/01 14:29:58,1914,2079,24,1.3,,149.1,107144.455563948,338696885.978118
001403,13139001403,14.03,ARC 20,,,SDE,2015/06/01 14:29:58,1422,1573,88,6.2,,214.4,50568.8019955192,119512530.180177
001404,13139001404,14.04,ARC 20,,,SDE,2015/06/01 14:29:58,1853,2166,114,6.2,,89.3,59092.4379457244,198111639.8509
010212,13121010212,102.12,ARC 10,,,SDE,2015/06/01 14:29:58,1949,2234,269,13.8,,-163.8,25757.1662673575,35639603.5109262
009802,13121009802,98.02,ARC 10,,,SDE,2015/06/01 14:29:58,1866,1993,40,2.1,,110.2,48814.1848215103,113915588.381393
009403,13121009403,94.03,ARC 10,,,SDE,2015/06/01 14:29:58,2840,3286,296,10.4,,3148,20673.715791353,12683678.8230456
009404,13121009404,94.04,ARC 10,,,SDE,2015/06/01 14:29:58,2297,2597,87,3.8,,1475,23865.0917021446,22395320.2933519
010001,13121010001,100.01,ARC 10,,,SDE,2015/06/01 14:29:58,2260,2501,240,10.6,,570.6,36391.6577551897,43948313.038325
009602,13121009602,96.02,ARC 10,,,SDE,2015/06/01 14:29:58,2659,3151,258,9.7,,1134.4,28279.3285847429,25608808.6497386
010002,13121010002,100.02,ARC 10,,,SDE,2015/06/01 14:29:58,2961,3668,115,3.9,,793.3,39734.8894823239,68276085.0929452
009502,13121009502,95.02,ARC 10,,,SDE,2015/06/01 14:29:58,1867,2746,312,16.7,,600,22830.6380274544,20103953.6068401
008000,13121008000,80,ARC 10,,,SDE,2015/06/01 14:29:58,1842,2346,357,19.4,,-400.9,48643.0056389821,63628878.4948884
003900,13121003900,39,ARC 10,,,SDE,2015/06/01 14:29:58,542,890,151,27.9,,-3650,13109.2793570928,8974530.75362751
004100,13121004100,41,ARC 10,,,SDE,2015/06/01 14:29:58,696,1150,234,33.6,,-1406,16422.3244511937,13620587.4232695
002400,13121002400,24,ARC 10,,,SDE,2015/06/01 14:29:58,728,1376,247,33.9,,-388,16475.0004164284,14552683.2204769
004000,13121004000,40,ARC 10,,,SDE,2015/06/01 14:29:58,879,1234,177,20.1,,-1558.3,18066.6018896434,17419992.8057055
008400,13121008400,84,ARC 10,,,SDE,2015/06/01 14:29:58,1231,2027,472,38.3,,-3184.3,21096.580408234,19135004.2306545
008302,13121008302,83.02,ARC 10,,,SDE,2015/06/01 14:29:58,736,1227,262,35.6,,-1161.4,21566.3562333046,20345085.5127018
008301,13121008301,83.01,ARC 10,,,SDE,2015/06/01 14:29:58,994,1562,292,29.4,,-941,30129.4399076851,28283364.2450917
007200,13121007200,72,ARC 10,,,SDE,2015/06/01 14:29:58,669,1093,207,30.9,,-701.7,57279.1250010644,96522902.4136609
001501,13139001501,15.01,ARC 20,,,SDE,2015/06/01 14:29:58,1589,1810,54,3.4,,82.7,72688.165557931,275947465.968823
001102,13139001102,11.02,ARC 20,,,SDE,2015/06/01 14:29:58,1099,1206,119,10.8,,991.4,38790.0807222796,60365141.4984805
001201,13139001201,12.01,ARC 20,,,SDE,2015/06/01 14:29:58,1958,2055,149,7.6,,96.6,147783.8423824,407080956.290627
001004,13139001004,10.04,ARC 20,,,SDE,2015/06/01 14:29:58,1288,1393,86,6.7,,489.7,43281.8693139544,81675727.078359
001003,13139001003,10.03,ARC 20,,,SDE,2015/06/01 14:29:58,1968,2334,284,14.4,,740.9,40002.9913742457,60671907.6277094
000305,13139000305,3.05,ARC 20,,,SDE,2015/06/01 14:29:58,1618,1804,24,1.5,,91.8,132200.265616775,380222041.403498
000304,13139000304,3.04,ARC 20,,,SDE,2015/06/01 14:29:58,1265,1756,90,7.1,,76.5,105537.327261488,387639906.561241
000303,13139000303,3.03,ARC 20,,,SDE,2015/06/01 14:29:58,1090,1221,107,9.8,,74.1,126920.527813536,305828953.202297
000203,13139000203,2.03,ARC 20,,,SDE,2015/06/01 14:29:58,1542,1667,51,3.3,,39.9,134745.487043597,675708278.62403
000204,13139000204,2.04,ARC 20,,,SDE,2015/06/01 14:29:58,1525,1671,13,0.9,,27.8,101167.21089114,471937176.970483
160100,13255160100,1601,ARC 20,,,SDE,2015/06/01 14:29:58,1874,2074,63,3.4,,11.6,149060.840934896,732757308.798258
160200,13255160200,1602,ARC 20,,,SDE,2015/06/01 14:29:58,2233,2452,20,0.9,,43.8,159177.688045321,974092579.766474
161000,13255161000,1610,ARC 20,,,SDE,2015/06/01 14:29:58,1886,2143,77,4.1,,13.3,145619.114065541,907902526.930838
161200,13255161200,1612,ARC 20,,,SDE,2015/06/01 14:29:58,3377,3639,376,11.1,,47.9,90576.8633862225,387185965.232698
161100,13255161100,1611,ARC 20,,,SDE,2015/06/01 14:29:58,1824,2059,41,2.2,,89.1,65034.3924694626,121127433.533103
160900,13255160900,1609,ARC 20,,,SDE,2015/06/01 14:29:58,925,1123,140,15.1,,-79,53082.7239533467,114744749.561401
160800,13255160800,1608,ARC 20,,,SDE,2015/06/01 14:29:58,1458,1977,321,22,,-115.8,57549.1893680389,67411754.2927095
160700,13255160700,1607,ARC 20,,,SDE,2015/06/01 14:29:58,2399,3030,250,10.4,,129.6,91520.5639234916,339150322.481377
160500,13255160500,1605,ARC 20,,,SDE,2015/06/01 14:29:58,2667,2821,58,2.2,,125.1,106428.981417737,351848252.00992
160400,13255160400,1604,ARC 20,,,SDE,2015/06/01 14:29:58,1735,2402,150,8.6,,-133.3,46109.6451870773,124901043.701264
160300,13255160300,1603,ARC 20,,,SDE,2015/06/01 14:29:58,1138,1479,144,12.7,,0.1,77289.2147029581,193945419.099446
160600,13255160600,1606,ARC 20,,,SDE,2015/06/01 14:29:58,1481,1594,35,2.4,,8.6,234780.153525992,1248086385.82922
080102,13097080102,801.02,ARC 10,,,SDE,2015/06/01 14:29:58,2910,3267,82,2.8,,296.1,92901.956915524,328719267.268898
080602,13097080602,806.02,ARC 10,,,SDE,2015/06/01 14:29:58,1905,2073,37,1.9,,145.6,83587.6318588492,261666853.464132
080508,13097080508,805.08,ARC 10,,,SDE,2015/06/01 14:29:58,2211,2445,128,5.8,,16.4,35724.4913243363,69795498.0823918
080510,13097080510,805.10,ARC 10,,,SDE,2015/06/01 14:29:58,2306,2454,0,0,,365.3,75341.0039250433,161500607.297463
080509,13097080509,805.09,ARC 10,,,SDE,2015/06/01 14:29:58,1700,1989,39,2.3,,338.8,49787.4235908732,93598759.8874253
170602,13077170602,1706.02,ARC 20,,,SDE,2015/06/01 14:29:58,3129,3257,64,2,,1849.5,42597.1130648066,108437373.91729
170503,13077170503,1705.03,ARC 20,,,SDE,2015/06/01 14:29:58,2085,2222,31,1.5,,84.1,180651.957746958,778158467.830361
170501,13077170501,1705.01,ARC 20,,,SDE,2015/06/01 14:29:58,2280,2393,22,1,,31.6,199206.793764178,1138846486.10802
170406,13077170406,1704.06,ARC 20,,,SDE,2015/06/01 14:29:58,1256,1256,0,0,,113.3,77310.6725544392,137837482.528833
170305,13077170305,1703.05,ARC 20,,,SDE,2015/06/01 14:29:58,3548,3872,197,5.6,,349.9,91002.0756132995,294760439.820118
170601,13077170601,1706.01,ARC 20,,,SDE,2015/06/01 14:29:58,2554,3006,250,9.8,,165.9,78469.2265528384,262969834.314963
170603,13077170603,1706.03,ARC 20,,,SDE,2015/06/01 14:29:58,1903,1961,0,0,,75.5,98630.2813309397,349333046.409514
170502,13077170502,1705.02,ARC 20,,,SDE,2015/06/01 14:29:58,2081,2250,11,0.5,,69,130645.078411026,859775545.392904
170405,13077170405,1704.05,ARC 20,,,SDE,2015/06/01 14:29:58,2507,2542,0,0,,153.8,70500.8922851454,212391378.629855
170404,13077170404,1704.04,ARC 20,,,SDE,2015/06/01 14:29:58,2130,2180,0,0,,90.3,76764.0054685888,208499050.153704
170403,13077170403,1704.03,ARC 20,,,SDE,2015/06/01 14:29:58,1335,1458,8,0.6,,108.8,97571.2758506744,456736075.292231
170306,13077170306,1703.06,ARC 20,,,SDE,2015/06/01 14:29:58,3150,3573,52,1.7,,430.1,63637.5245017365,192636571.385275
080603,13097080603,806.03,ARC 10,,,SDE,2015/06/01 14:29:58,2020,2298,0,0,,316.7,51008.8882444212,153619233.17402
080511,13097080511,805.11,ARC 10,,,SDE,2015/06/01 14:29:58,2914,3063,50,1.7,,291.3,110456.368006021,461683508.850947
080304,13097080304,803.04,ARC 10,,,SDE,2015/06/01 14:29:58,2060,2425,108,5.2,,229,49463.7995143687,110801358.723543
080404,13097080404,804.04,ARC 10,,,SDE,2015/06/01 14:29:58,2688,2942,14,0.5,,190.8,126448.553943706,643478138.525996
080303,13097080303,803.03,ARC 10,,,SDE,2015/06/01 14:29:58,1151,1566,91,7.9,,-72,34970.3993245814,55813844.2646258
080403,13097080403,804.03,ARC 10,,,SDE,2015/06/01 14:29:58,1746,1746,68,3.9,,139.6,124293.807900092,455948038.678692
080103,13097080103,801.03,ARC 10,,,SDE,2015/06/01 14:29:58,3021,3490,323,10.7,,60.3,50266.7278770354,108454658.738246
080604,13097080604,806.04,ARC 10,,,SDE,2015/06/01 14:29:58,2856,3116,70,2.5,,331.2,95965.7727377947,301052556.357225
170304,13077170304,1703.04,ARC 20,,,SDE,2015/06/01 14:29:58,2338,2495,168,7.2,,159.4,100276.027926058,321781293.594358
170303,13077170303,1703.03,ARC 20,,,SDE,2015/06/01 14:29:58,1780,1878,0,0,,87.2,110551.378515408,647484150.169613
170802,13077170802,1708.02,ARC 20,,,SDE,2015/06/01 14:29:58,1697,1822,12,0.7,,27.6,186138.124764298,1280857314.97479
170801,13077170801,1708.01,ARC 20,,,SDE,2015/06/01 14:29:58,2034,2160,83,4.1,,40.5,207974.010454334,1505759843.4661
170700,13077170700,1707,ARC 20,,,SDE,2015/06/01 14:29:58,2711,3062,414,15.3,,27.2,119931.349681564,404826531.215944
170402,13077170402,1704.02,ARC 20,,,SDE,2015/06/01 14:29:58,3150,3249,86,2.7,,144.4,140562.381888485,443245785.407128
170200,13077170200,1702,ARC 20,,,SDE,2015/06/01 14:29:58,2574,2990,54,2.1,,41.1,89098.4361166317,417874971.751832
170100,13077170100,1701,ARC 20,,,SDE,2015/06/01 14:29:58,2670,2851,59,2.2,,13.2,301651.054658755,2404895369.82579
080201,13097080201,802.01,ARC 10,,,SDE,2015/06/01 14:29:58,1944,2214,7,0.4,,185.1,74968.5201073521,204814155.367193
080506,13097080506,805.06,ARC 10,,,SDE,2015/06/01 14:29:58,1846,2041,46,2.5,,84.8,72239.9002296784,197869796.633077
080505,13097080505,805.05,ARC 10,,,SDE,2015/06/01 14:29:58,1711,1816,68,4,,224.7,47828.1134260328,106674886.125302
080202,13097080202,802.02,ARC 10,,,SDE,2015/06/01 14:29:58,3406,3696,73,2.1,,382.2,77563.2227863538,163187110.146181
080507,13097080507,805.07,ARC 10,,,SDE,2015/06/01 14:29:58,1185,1326,13,1.1,,119.2,86910.9173821815,273394458.060903
080402,13097080402,804.02,ARC 10,,,SDE,2015/06/01 14:29:58,2799,3032,40,1.4,,72.1,158127.551791195,1209889335.09965
080301,13097080301,803.01,ARC 10,,,SDE,2015/06/01 14:29:58,3916,4567,299,7.6,,536.9,67071.0009518447,241618551.1776
980000,13089980000,9800,ARC 10,,,SDE,2015/06/01 14:29:58,0,0,0,0,,0,12727.1441964352,7943147.02793008
023428,13089023428,234.28,ARC 10,,,SDE,2015/06/01 14:29:58,3607,4542,445,12.3,,633,45856.847803795,84195344.004953
023426,13089023426,234.26,ARC 10,,,SDE,2015/06/01 14:29:58,1551,1677,32,2.1,,405.7,40704.1817664375,58627103.4119649
021502,13089021502,215.02,ARC 10,,,SDE,2015/06/01 14:29:58,2478,2608,18,0.7,,117.1,27310.8935614206,38119118.7795572
022302,13089022302,223.02,ARC 10,,,SDE,2015/06/01 14:29:58,1993,2139,70,3.5,,-18.6,38989.2137568043,38501646.8038331
022007,13089022007,220.07,ARC 10,,,SDE,2015/06/01 14:29:58,1260,1514,257,20.4,,-450,14901.7241203621,12919614.6784941
021602,13089021602,216.02,ARC 10,,,SDE,2015/06/01 14:29:58,1879,2213,120,6.4,,377.5,25864.9132283869,34320705.4271989
023803,13089023803,238.03,ARC 10,,,SDE,2015/06/01 14:29:58,1902,2163,103,5.4,,-439.5,36755.1787853635,53215485.6772267
022402,13089022402,224.02,ARC 10,,,SDE,2015/06/01 14:29:58,706,986,353,50,,1050.8,29389.3060434853,34474343.7701285
022700,13089022700,227,ARC 10,,,SDE,2015/06/01 14:29:58,1654,1801,166,10,,392.2,23098.5796612935,24244195.3745666
022403,13089022403,224.03,ARC 10,,,SDE,2015/06/01 14:29:58,1463,1560,72,4.9,,15.8,39295.837119304,52966051.2433291
023425,13089023425,234.25,ARC 10,,,SDE,2015/06/01 14:29:58,1896,2198,24,1.3,,211,47019.5754460149,55332012.4161682
022204,13089022204,222.04,ARC 10,,,SDE,2015/06/01 14:29:58,2565,3088,487,19,,323.8,33032.1435389853,44441079.071367
023423,13089023423,234.23,ARC 10,,,SDE,2015/06/01 14:29:58,2885,3472,191,6.6,,372.7,99622.8381758761,249875442.002333
023419,13089023419,234.19,ARC 10,,,SDE,2015/06/01 14:29:58,2975,3289,149,5,,551.5,75363.4283803296,144862592.251412
023312,13089023312,233.12,ARC 10,,,SDE,2015/06/01 14:29:58,3222,3606,14,0.4,,627.1,43699.7094067904,95174006.9723266
023311,13089023311,233.11,ARC 10,,,SDE,2015/06/01 14:29:58,1339,1558,102,7.6,,257.9,32905.6915249752,53393468.532985
023213,13089023213,232.13,ARC 10,,,SDE,2015/06/01 14:29:58,1861,2030,226,12.1,,793,36338.2287872814,54363052.068376
022301,13089022301,223.01,ARC 10,,,SDE,2015/06/01 14:29:58,2935,3048,214,7.3,,274.4,37499.8793890259,45569520.1271091
023602,13089023602,236.02,ARC 10,,,SDE,2015/06/01 14:29:58,828,1035,105,12.7,,-543.6,26901.7756491003,29592886.1228379
023504,13089023504,235.04,ARC 10,,,SDE,2015/06/01 14:29:58,1250,1578,366,29.3,,-1242.5,21484.3736361914,23627300.7099323
023411,13089023411,234.11,ARC 10,,,SDE,2015/06/01 14:29:58,1328,1548,96,7.2,,-717.3,29856.0860817013,31389546.278655
023410,13089023410,234.10,ARC 10,,,SDE,2015/06/01 14:29:58,1371,2060,202,14.7,,-563.1,34703.7337797393,34905038.3306423
023501,13089023501,235.01,ARC 10,,,SDE,2015/06/01 14:29:58,1145,1523,295,25.8,,-153.3,25718.4168858468,24733637.9371685
023114,13089023114,231.14,ARC 10,,,SDE,2015/06/01 14:29:58,870,903,98,11.3,,-283.3,21200.2061199061,25845657.6861476
023112,13089023112,231.12,ARC 10,,,SDE,2015/06/01 14:29:58,1830,2468,582,31.8,,-1778,23763.3064737065,26694869.2641333
021912,13089021912,219.12,ARC 10,,,SDE,2015/06/01 14:29:58,1300,1359,0,0,,-25.2,52698.0203686279,123977241.223803
021910,13089021910,219.10,ARC 10,,,SDE,2015/06/01 14:29:58,1792,2207,65,3.6,,185.7,29545.6536366452,39776676.0708181
021604,13089021604,216.04,ARC 10,,,SDE,2015/06/01 14:29:58,1286,1320,27,2.1,,231.5,27512.3488681049,37457515.7763846
021504,13089021504,215.04,ARC 10,,,SDE,2015/06/01 14:29:58,2486,2904,177,7.1,,213.3,35788.1946102531,40438376.1662499
021503,13089021503,215.03,ARC 10,,,SDE,2015/06/01 14:29:58,1563,1808,230,14.7,,-18.6,19364.1942174326,20851846.8474477
023107,13089023107,231.07,ARC 10,,,SDE,2015/06/01 14:29:58,1621,2068,125,7.7,,-812.1,32912.8263015041,40385598.109757
023418,13089023418,234.18,ARC 10,,,SDE,2015/06/01 14:29:58,6437,7400,349,5.4,,496.4,124652.704634994,551780496.598819
023101,13089023101,231.01,ARC 10,,,SDE,2015/06/01 14:29:58,1558,2035,181,11.6,,-695,29794.1028085983,38173654.5365646
022401,13089022401,224.01,ARC 10,,,SDE,2015/06/01 14:29:58,1932,2068,13,0.7,,563,26955.7982266275,28874155.5626685
020900,13089020900,209,ARC 10,,,SDE,2015/06/01 14:29:58,2437,2760,257,10.5,,-610.6,42429.181354924,47946121.1525818
020700,13089020700,207,ARC 10,,,SDE,2015/06/01 14:29:58,907,1185,124,13.7,,-1174,17784.7499571447,13612575.221087
020600,13089020600,206,ARC 10,,,SDE,2015/06/01 14:29:58,807,1006,106,13.1,,-412.5,13495.7407288282,11916345.7987117
020500,13089020500,205,ARC 10,,,SDE,2015/06/01 14:29:58,1390,1787,229,16.5,,-565.7,21191.1155746474,18146945.8147723
021410,13089021410,214.10,ARC 10,,,SDE,2015/06/01 14:29:58,1721,2088,276,16,,-320.9,28143.8651462616,29463965.1334386
021216,13089021216,212.16,ARC 10,,,SDE,2015/06/01 14:29:58,4095,4685,88,2.1,,2567.9,26617.8514498356,39056277.6628252
021911,13089021911,219.11,ARC 10,,,SDE,2015/06/01 14:29:58,838,1150,58,6.9,,-1460,16602.3733631675,10039517.1882187
020802,13089020802,208.02,ARC 10,,,SDE,2015/06/01 14:29:58,1634,1897,241,14.7,,447.3,43010.7767288607,30097564.28918
021416,13089021416,214.16,ARC 10,,,SDE,2015/06/01 14:29:58,962,1101,133,13.8,,-2486.7,12549.2922002408,8369277.12769238
021413,13089021413,214.13,ARC 10,,,SDE,2015/06/01 14:29:58,1277,1586,299,23.4,,2352.5,17096.9383537397,10397208.3769036
021411,13089021411,214.11,ARC 10,,,SDE,2015/06/01 14:29:58,1779,1873,74,4.2,,736.7,18630.4659813285,17942890.645825
020400,13089020400,204,ARC 10,,,SDE,2015/06/01 14:29:58,1154,1261,25,2.2,,612.5,14094.1410249512,10894251.3628713
020300,13089020300,203,ARC 10,,,SDE,2015/06/01 14:29:58,1525,1669,43,2.8,,452.9,24417.6633309066,20417680.7201331
020100,13089020100,201,ARC 10,,,SDE,2015/06/01 14:29:58,707,707,0,0,,-82.5,16804.7317484708,12072124.3559602
023802,13089023802,238.02,ARC 10,,,SDE,2015/06/01 14:29:58,1314,1654,342,26,,-25.4,71352.8172429042,103736884.099243
023801,13089023801,238.01,ARC 10,,,SDE,2015/06/01 14:29:58,1361,1826,190,14,,-660,35459.3785758317,46212381.5036423
023700,13089023700,237,ARC 10,,,SDE,2015/06/01 14:29:58,2122,2711,385,18.1,,-349.4,39633.9971525472,50919093.3789081
023506,13089023506,235.06,ARC 10,,,SDE,2015/06/01 14:29:58,2025,2544,213,10.5,,-751,31098.1050900016,57851246.9812358
023505,13089023505,235.05,ARC 10,,,SDE,2015/06/01 14:29:59,939,1142,146,15.5,,-751.3,20462.3677125944,23447423.210901
023427,13089023427,234.27,ARC 10,,,SDE,2015/06/01 14:29:59,1081,1173,26,2.4,,-261.7,37517.4373206669,49240606.7952405
023424,13089023424,234.24,ARC 10,,,SDE,2015/06/01 14:29:59,1650,1810,66,4,,538.1,36075.9431540522,76146127.0452925
023422,13089023422,234.22,ARC 10,,,SDE,2015/06/01 14:29:59,1769,1913,86,4.9,,288,40171.6673602398,98183493.7726905
023421,13089023421,234.21,ARC 10,,,SDE,2015/06/01 14:29:59,3001,3630,242,8.1,,955,43189.9179123424,67386752.9405632
023315,13089023315,233.15,ARC 10,,,SDE,2015/06/01 14:29:59,1715,1990,37,2.2,,266.4,74425.6627739665,254621881.077403
023314,13089023314,233.14,ARC 10,,,SDE,2015/06/01 14:29:59,1995,2282,112,5.6,,-519.5,34368.8890105636,56396652.1791925
023115,13089023115,231.15,ARC 10,,,SDE,2015/06/01 14:29:59,0,0,0,0,,2356.7,12104.0421055474,7295373.24118449
023413,13089023413,234.13,ARC 10,,,SDE,2015/06/01 14:29:59,1304,1420,20,1.5,,-381.9,33071.1957614816,43717191.1569784
023414,13089023414,234.14,ARC 10,,,SDE,2015/06/01 14:29:59,2312,2496,170,7.4,,-411.1,42146.6400338771,74580731.2828807
023206,13089023206,232.06,ARC 10,,,SDE,2015/06/01 14:29:59,2472,2869,149,6,,-172.9,38094.0432954877,78185809.6113361
021907,13089021907,219.07,ARC 10,,,SDE,2015/06/01 14:29:59,3430,3735,213,6.2,,103.8,71868.4886709102,251606229.649346
023204,13089023204,232.04,ARC 10,,,SDE,2015/06/01 14:29:59,2349,2571,175,7.4,,-113.1,36900.3944773909,72766733.8004009
023113,13089023113,231.13,ARC 10,,,SDE,2015/06/01 14:29:59,1470,1772,517,35.2,,-1697.5,25109.6157585127,21901195.7323744
022010,13089022010,220.10,ARC 10,,,SDE,2015/06/01 14:29:59,696,770,84,12.1,,182,15004.7844729538,13605989.4232719
023111,13089023111,231.11,ARC 10,,,SDE,2015/06/01 14:29:59,573,647,27,4.7,,-176.7,24453.1696878251,25265290.3251856
021814,13089021814,218.14,ARC 10,,,SDE,2015/06/01 14:29:59,2586,2888,385,14.9,,-40,28919.6228014292,27451906.7008115
021409,13089021409,214.09,ARC 10,,,SDE,2015/06/01 14:29:59,1017,1293,85,8.4,,-1357.5,20083.2399595956,11207946.9546028
021218,13089021218,212.18,ARC 10,,,SDE,2015/06/01 14:29:59,3011,3546,157,5.2,,1124.5,24158.957794408,30432218.7597726
023507,13089023507,235.07,ARC 10,,,SDE,2015/06/01 14:29:59,1484,1708,264,17.8,,-386.4,29787.1957528209,38559318.0510916
023412,13089023412,234.12,ARC 10,,,SDE,2015/06/01 14:29:59,2142,2609,233,10.9,,-276.8,44068.3764137075,79368703.9972017
023416,13089023416,234.16,ARC 10,,,SDE,2015/06/01 14:29:59,2475,2707,237,9.6,,317.3,54944.345447166,103012777.788277
023102,13089023102,231.02,ARC 10,,,SDE,2015/06/01 14:29:59,1385,1705,284,20.5,,-410,22559.6550261468,27064511.7432398
023000,13089023000,230,ARC 10,,,SDE,2015/06/01 14:29:59,974,1071,51,5.2,,-54.3,23530.5964961418,19207178.0100385
021906,13089021906,219.06,ARC 10,,,SDE,2015/06/01 14:29:59,1867,2272,142,7.6,,-615.8,27988.6639604141,33521873.8191901
021217,13089021217,212.17,ARC 10,,,SDE,2015/06/01 14:29:59,961,1011,110,11.4,,-768.3,18528.0451122279,18045312.3264233
